,City,State,Median Age,Male Population,Female Population,Total Population,Number of Veterans,Foreign-born,Average Household Size,State Code,Race,Count
1751,Visalia,California,32.6,63695.0,66399.0,130094,5547.0,20779.0,3.11,CA,Asian,11523
1752,Chula Vista,California,34.6,131485.0,134269.0,265754,12368.0,82710.0,3.32,CA,American Indian and Alaska Native,1652
1753,Broken Arrow,Oklahoma,36.8,52136.0,55459.0,107595,6797.0,6845.0,2.77,OK,Hispanic or Latino,9191
1754,Naperville,Illinois,38.5,71365.0,75794.0,147159,4545.0,30399.0,2.76,IL,White,108937
1755,Scottsdale,Arizona,46.9,115712.0,121132.0,236844,16798.0,27207.0,2.17,AZ,Black or African-American,5279
1756,Redlands,California,36.2,33993.0,37035.0,71028,3445.0,8681.0,2.8200000000000003,CA,Hispanic or Latino,19698
1757,Atlanta,Georgia,33.8,223960.0,239915.0,463875,18572.0,32016.0,2.15,GA,Black or African-American,245367
1758,Wilmington,Delaware,36.4,32680.0,39277.0,71957,3063.0,3336.0,2.45,DE,Black or African-American,44182
1759,Topeka,Kansas,37.1,60879.0,66378.0,127257,9608.0,6711.0,2.32,KS,White,108035
1760,Mobile,Alabama,38.0,91275.0,103030.0,194305,11939.0,7234.0,2.4,AL,White,93755
1761,Augusta-Richmond County consolidated government,Georgia,33.7,94662.0,101917.0,196579,19085.0,7915.0,2.67,GA,Black or African-American,112271
1762,Clifton,New Jersey,38.5,41932.0,44409.0,86341,2603.0,27979.0,3.11,NJ,White,51516
1763,Hawthorne,California,33.7,43682.0,44762.0,88444,2123.0,32107.0,2.969999999999999,CA,White,23665
1764,Merced,California,29.7,40048.0,42392.0,82440,3723.0,16348.0,3.15,CA,White,42475
1765,Lowell,Massachusetts,33.4,54422.0,56298.0,110720,3764.0,33414.0,2.8,MA,Asian,28944
1766,Las Vegas,Nevada,37.5,310568.0,313201.0,623769,42397.0,127609.0,2.79,NV,Black or African-American,84987
1767,Sunrise,Florida,37.7,41471.0,51235.0,92706,4108.0,38209.0,2.98,FL,Hispanic or Latino,29163
1768,Carrollton,Texas,36.9,66928.0,66218.0,133146,5720.0,35327.0,2.78,TX,White,102948
1769,Livonia,Michigan,47.4,45369.0,49264.0,94633,5397.0,7175.0,2.52,MI,Black or African-American,4633
1770,Menifee,California,37.1,42866.0,44297.0,87163,6821.0,12481.0,3.06,CA,White,62331
1771,Scranton,Pennsylvania,38.5,37975.0,39137.0,77112,5059.0,8069.0,2.39,PA,White,66875
1772,Mission Viejo,California,44.9,48849.0,48314.0,97163,4713.0,17308.0,2.85,CA,American Indian and Alaska Native,683
1773,San Leandro,California,41.8,43032.0,47679.0,90711,4111.0,34293.0,2.79,CA,White,40182
1774,Berkeley,California,32.5,60142.0,60829.0,120971,3736.0,25000.0,2.35,CA,Asian,27089
1775,New Britain,Connecticut,33.4,37350.0,35459.0,72809,2219.0,15080.0,2.52,CT,White,56431
1776,Alexandria,Virginia,36.6,74989.0,78522.0,153511,10635.0,44030.0,2.2,VA,American Indian and Alaska Native,1133
1777,Overland Park,Kansas,38.2,93355.0,93156.0,186511,10461.0,21407.0,2.41,KS,White,161153
1778,Melbourne,Florida,43.4,39180.0,40956.0,80136,8363.0,9685.0,2.37,FL,American Indian and Alaska Native,251
1779,Sioux Falls,South Dakota,34.6,86596.0,84934.0,171530,8658.0,12934.0,2.38,SD,White,149298
1780,Huntsville,Alabama,38.1,91764.0,97350.0,189114,16637.0,12691.0,2.18,AL,Black or African-American,61561
1781,Turlock,California,36.2,33190.0,39103.0,72293,3397.0,14686.0,2.76,CA,Hispanic or Latino,23559
1782,Gainesville,Florida,26.0,60803.0,69330.0,130133,4788.0,15272.0,2.33,FL,Hispanic or Latino,12208
1783,Champaign,Illinois,28.7,43326.0,42760.0,86086,3734.0,12261.0,2.25,IL,Hispanic or Latino,4015
1784,Inglewood,California,34.9,52995.0,58661.0,111656,2703.0,34171.0,3.12,CA,White,33966
1785,Saint Joseph,Missouri,35.7,37688.0,38408.0,76096,5846.0,3755.0,2.58,MO,Black or African-American,6964
1786,Brockton,Massachusetts,35.2,46273.0,49041.0,95314,3036.0,27313.0,2.88,MA,Hispanic or Latino,10890
1787,Tulsa,Oklahoma,35.0,197437.0,205654.0,403091,24672.0,43751.0,2.37,OK,Asian,16318
1788,North Las Vegas,Nevada,32.2,116350.0,118443.0,234793,17256.0,49815.0,3.31,NV,White,137357
1789,Escondido,California,33.3,76551.0,74907.0,151458,8110.0,46298.0,3.27,CA,Hispanic or Latino,73793
1790,Westminster,Colorado,37.8,54866.0,58251.0,113117,6512.0,11361.0,2.63,CO,Asian,8668
1791,Lakewood,Colorado,37.7,76013.0,76576.0,152589,9988.0,14169.0,2.29,CO,Asian,7340
1792,San Jose,California,36.5,518317.0,508602.0,1026919,27269.0,401493.0,3.13,CA,American Indian and Alaska Native,13776
1793,Irvine,California,34.6,125411.0,131516.0,256927,5532.0,116366.0,2.73,CA,American Indian and Alaska Native,799
1794,Bossier City,Louisiana,32.7,33428.0,34669.0,68097,8108.0,2980.0,2.4,LA,White,47454
1795,Kendall,Florida,40.2,36658.0,39808.0,76466,1678.0,31180.0,2.81,FL,Black or African-American,2937
1796,Columbus,Ohio,32.5,413981.0,435086.0,849067,40238.0,101129.0,2.4,OH,White,549468
1797,Clearwater,Florida,47.0,55225.0,57754.0,112979,10631.0,17686.0,2.4,FL,Hispanic or Latino,17211
1798,Syracuse,New York,30.3,69462.0,74690.0,144152,5845.0,17733.0,2.39,NY,American Indian and Alaska Native,3606
1799,Palm Bay,Florida,40.7,51767.0,56128.0,107895,10942.0,12070.0,2.8200000000000003,FL,White,84328
1800,Vacaville,California,35.8,50091.0,46703.0,96794,9064.0,10577.0,2.9,CA,Asian,9273
1801,Glen Burnie,Maryland,36.5,33398.0,36461.0,69859,5298.0,6971.0,2.58,MD,Asian,3194
1802,Broomfield,Colorado,36.8,31755.0,33310.0,65065,3966.0,5316.0,2.53,CO,American Indian and Alaska Native,601
1803,Schenectady,New York,36.7,32398.0,32901.0,65299,3388.0,10961.0,2.8200000000000003,NY,White,40278
1804,Pittsburgh,Pennsylvania,32.9,149690.0,154695.0,304385,17728.0,28187.0,2.13,PA,American Indian and Alaska Native,2689
1805,Memphis,Tennessee,34.1,312237.0,343523.0,655760,31189.0,43318.0,2.55,TN,White,202961
1806,Berkeley,California,32.5,60142.0,60829.0,120971,3736.0,25000.0,2.35,CA,Black or African-American,11255
1807,Bk,California,37.0,50405.0,54909.0,105314,4048.0,32435.0,2.52,CA,American Indian and Alaska Native,1639
1808,Appleton,Wisconsin,35.6,37217.0,38038.0,75255,4219.0,4454.0,2.49,WI,White,64674
1809,Rialto,California,31.6,49902.0,53235.0,103137,2036.0,32741.0,3.83,CA,Hispanic or Latino,78571
1810,Green Bay,Wisconsin,32.9,52517.0,52704.0,105221,5519.0,9813.0,2.37,WI,American Indian and Alaska Native,6547
1811,Upland,California,39.7,36226.0,40221.0,76447,2898.0,16552.0,2.77,CA,American Indian and Alaska Native,1068
1812,Virginia Beach,Virginia,35.4,222684.0,230061.0,452745,54995.0,38360.0,2.61,VA,Black or African-American,99948
1813,Springdale,Arkansas,31.8,36840.0,43614.0,80454,3397.0,19969.0,3.04,AR,Hispanic or Latino,30200
1814,Saint Paul,Minnesota,31.5,149547.0,151293.0,300840,10548.0,56514.0,2.58,MN,White,191369
1815,Nashua,New Hampshire,38.3,42926.0,45049.0,87975,5532.0,12693.0,2.46,NH,American Indian and Alaska Native,655
1816,Temple,Texas,33.6,33512.0,38785.0,72297,7333.0,3968.0,2.59,TX,Hispanic or Latino,21372
1817,Napa,California,37.2,39828.0,40601.0,80429,4678.0,18449.0,2.84,CA,Black or African-American,675
1818,Melbourne,Florida,43.4,39180.0,40956.0,80136,8363.0,9685.0,2.37,FL,Black or African-American,11721
1819,Santa Ana,California,30.8,167503.0,167920.0,335423,4735.0,152999.0,4.58,CA,Hispanic or Latino,262436
1820,Orange,California,35.0,67337.0,73658.0,140995,3993.0,34550.0,3.14,CA,Black or African-American,2853
1821,Huntington Beach,California,41.6,99967.0,101960.0,201927,10454.0,35368.0,2.67,CA,American Indian and Alaska Native,2843
1822,Brentwood,New York,34.2,31395.0,32397.0,63792,1492.0,27058.0,4.98,NY,White,46347
1823,Rochester,Minnesota,35.0,54934.0,57282.0,112216,6888.0,17763.0,2.55,MN,White,93477
1824,New Rochelle,New York,40.6,38871.0,40967.0,79838,2780.0,26960.0,2.85,NY,Asian,4218
1825,Overland Park,Kansas,38.2,93355.0,93156.0,186511,10461.0,21407.0,2.41,KS,American Indian and Alaska Native,1264
1826,Spokane,Washington,36.6,102756.0,110511.0,213267,18044.0,13253.0,2.34,WA,White,193143
1827,Beaumont,Texas,31.6,57326.0,60784.0,118110,7584.0,10516.0,2.47,TX,Asian,4079
1828,Canton,Ohio,33.4,34476.0,37419.0,71895,3404.0,2204.0,2.32,OH,White,53571
1829,Columbia,South Carolina,28.0,67686.0,65707.0,133393,5708.0,6074.0,2.32,SC,Asian,3501
1830,Richmond,California,35.3,52615.0,57100.0,109715,3611.0,42215.0,2.87,CA,White,36074
1831,Charlotte,North Carolina,34.3,396646.0,430475.0,827121,36046.0,128897.0,2.52,NC,Asian,55399
1832,Santa Monica,California,40.6,46732.0,46487.0,93219,2008.0,24448.0,2.0,CA,Asian,13283
1833,Bloomington,Indiana,23.5,40588.0,43227.0,83815,2368.0,10033.0,2.33,IN,Black or African-American,5133
1834,Durham,North Carolina,33.2,121153.0,136445.0,257598,12528.0,38642.0,2.4,NC,Asian,15740
1835,Broomfield,Colorado,36.8,31755.0,33310.0,65065,3966.0,5316.0,2.53,CO,Hispanic or Latino,8065
1836,Indio,California,35.9,43803.0,43723.0,87526,3647.0,22538.0,3.08,CA,Black or African-American,3300
1837,Cleveland,Ohio,36.0,186436.0,201623.0,388059,19849.0,18830.0,2.24,OH,Hispanic or Latino,40603
1838,Houston,Texas,32.6,1149686.0,1148942.0,2298628,71898.0,696210.0,2.66,TX,Black or African-American,529431
1839,Rock Hill,South Carolina,34.5,33324.0,38243.0,71567,4755.0,2413.0,2.29,SC,White,41652
1840,Newark,New Jersey,34.6,138040.0,143873.0,281913,5829.0,86253.0,2.73,NJ,Asian,7349
1841,Birmingham,Alabama,35.6,102122.0,112789.0,214911,13212.0,8258.0,2.21,AL,White,51728
1842,Ames,Iowa,23.0,33814.0,31238.0,65052,2265.0,8606.0,2.16,IA,Hispanic or Latino,2024
1843,Newark,New Jersey,34.6,138040.0,143873.0,281913,5829.0,86253.0,2.73,NJ,American Indian and Alaska Native,2268
1844,Santa Clara,California,35.2,63278.0,62938.0,126216,4426.0,52281.0,2.75,CA,Hispanic or Latino,22402
1845,New Orleans,Louisiana,35.9,185736.0,203881.0,389617,17388.0,21679.0,2.41,LA,Hispanic or Latino,21850
1846,Warwick,Rhode Island,42.6,39289.0,42409.0,81698,5799.0,5318.0,2.4,RI,Asian,2685
1847,Spring Hill,Florida,45.1,48295.0,54902.0,103197,9737.0,7893.0,2.58,FL,Black or African-American,7689
1848,Oceanside,California,39.4,87482.0,88232.0,175714,18051.0,37492.0,2.719999999999999,CA,American Indian and Alaska Native,2452
1849,Tallahassee,Florida,26.2,89390.0,100504.0,189894,9575.0,16720.0,2.38,FL,Asian,10035
1850,Lynchburg,Virginia,28.7,38614.0,41198.0,79812,4322.0,4364.0,2.48,VA,Asian,2910
1851,Westminster,California,42.9,45538.0,46573.0,92111,3435.0,42227.0,3.27,CA,Black or African-American,2270
1852,Paradise,Nevada,37.2,122784.0,114162.0,236946,14112.0,66712.0,2.65,NV,Hispanic or Latino,88347
1853,Lynwood,California,29.4,35634.0,36371.0,72005,776.0,28061.0,4.43,CA,Hispanic or Latino,63377
1854,Camarillo,California,40.8,31941.0,35682.0,67623,4384.0,9735.0,2.77,CA,Hispanic or Latino,16186
1855,Lakewood,Colorado,37.7,76013.0,76576.0,152589,9988.0,14169.0,2.29,CO,American Indian and Alaska Native,2597
1856,Lake Forest,California,40.3,41515.0,40982.0,82497,3748.0,20784.0,2.76,CA,Hispanic or Latino,17410
1857,Naperville,Illinois,38.5,71365.0,75794.0,147159,4545.0,30399.0,2.76,IL,Asian,31221
1858,Boise,Idaho,34.9,110099.0,108181.0,218280,16004.0,13409.0,2.61,ID,Asian,9806
1859,Metairie,Louisiana,41.6,69515.0,76943.0,146458,7187.0,19871.0,2.39,LA,Hispanic or Latino,19703
1860,Stockton,California,32.5,150976.0,154674.0,305650,12822.0,79583.0,3.16,CA,American Indian and Alaska Native,19834
1861,Lawrence,Kansas,27.4,45592.0,48324.0,93916,2986.0,8701.0,2.53,KS,Asian,6547
1862,Lawrence,Kansas,27.4,45592.0,48324.0,93916,2986.0,8701.0,2.53,KS,American Indian and Alaska Native,4239
1863,Avondale,Arizona,29.1,38712.0,41971.0,80683,4815.0,8355.0,3.18,AZ,Black or African-American,11592
1864,Fort Myers,Florida,37.3,36850.0,37165.0,74015,4312.0,15365.0,2.45,FL,White,50169
1865,Miami Gardens,Florida,34.9,50719.0,62480.0,113199,2327.0,33394.0,3.75,FL,Black or African-American,85300
1866,El Monte,California,37.3,57961.0,58784.0,116745,1686.0,59655.0,3.67,CA,Black or African-American,307
1867,Turlock,California,36.2,33190.0,39103.0,72293,3397.0,14686.0,2.76,CA,Asian,5232
1868,Fresno,California,30.0,256130.0,263942.0,520072,18410.0,103453.0,3.12,CA,American Indian and Alaska Native,11380
1869,Minneapolis,Minnesota,32.4,206547.0,204388.0,410935,15217.0,70769.0,2.26,MN,Hispanic or Latino,39981
1870,Danbury,Connecticut,37.3,43435.0,41227.0,84662,3752.0,25675.0,2.74,CT,Hispanic or Latino,25145
1871,Meridian,Idaho,38.0,43353.0,47400.0,90753,5640.0,8110.0,2.54,ID,Asian,2693
1872,Trenton,New Jersey,33.3,42581.0,41650.0,84231,2604.0,20428.0,3.04,NJ,Asian,1437
1873,Austin,Texas,32.7,475718.0,456122.0,931840,37414.0,181686.0,2.5,TX,American Indian and Alaska Native,10890
1874,Huntington Beach,California,41.6,99967.0,101960.0,201927,10454.0,35368.0,2.67,CA,Hispanic or Latino,42303
1875,Dayton,Ohio,32.8,66631.0,73966.0,140597,8465.0,7381.0,2.26,OH,Asian,1885
1876,Pleasanton,California,41.3,36662.0,42857.0,79519,2424.0,23208.0,2.87,CA,Black or African-American,1919
1877,Chino Hills,California,41.9,39639.0,38674.0,78313,3358.0,24764.0,3.05,CA,Asian,28132
1878,Fontana,California,29.5,100644.0,106828.0,207472,4076.0,61448.0,4.15,CA,American Indian and Alaska Native,2656
1879,Santa Rosa,California,37.9,86840.0,88149.0,174989,9101.0,33015.0,2.7,CA,White,138506
1880,Norwalk,California,35.0,53125.0,54020.0,107145,3027.0,39396.0,3.88,CA,Hispanic or Latino,76020
1881,McAllen,Texas,32.3,68332.0,71921.0,140253,4356.0,37691.0,3.19,TX,Black or African-American,3332
1882,Lynn,Massachusetts,34.8,44598.0,47861.0,92459,3093.0,29899.0,2.81,MA,American Indian and Alaska Native,1176
1883,Ann Arbor,Michigan,28.1,58789.0,58281.0,117070,3614.0,20717.0,2.17,MI,American Indian and Alaska Native,1935
1884,Colorado Springs,Colorado,34.8,225544.0,231018.0,456562,49291.0,35320.0,2.48,CO,White,374900
1885,Duluth,Minnesota,34.7,41271.0,44855.0,86126,5015.0,2258.0,2.25,MN,American Indian and Alaska Native,1894
1886,Little Rock,Arkansas,36.6,96997.0,100989.0,197986,12343.0,16640.0,2.36,AR,White,102312
1887,Warren,Michigan,43.2,64063.0,71293.0,135356,7806.0,18822.0,2.45,MI,Asian,12156
1888,Tacoma,Washington,37.7,100914.0,107036.0,207950,19040.0,31863.0,2.48,WA,White,149859
1889,Olathe,Kansas,33.0,65046.0,69270.0,134316,6042.0,11913.0,2.969999999999999,KS,American Indian and Alaska Native,1872
1890,Tacoma,Washington,37.7,100914.0,107036.0,207950,19040.0,31863.0,2.48,WA,Hispanic or Latino,25764
1891,San Diego,California,34.5,693826.0,701081.0,1394907,92489.0,373842.0,2.73,CA,Asian,267222
1892,Long Beach,California,34.6,238159.0,236013.0,474172,17463.0,127764.0,2.78,CA,White,277962
1893,Boulder,Colorado,29.0,56342.0,51000.0,107342,4061.0,12993.0,2.24,CO,American Indian and Alaska Native,767
1894,Shawnee,Kansas,40.1,32313.0,32745.0,65058,3575.0,4136.0,2.64,KS,Asian,3093
1895,South Gate,California,32.5,47758.0,48641.0,96399,724.0,40571.0,3.969999999999999,CA,White,55444
1896,Centennial,Colorado,42.4,53222.0,56504.0,109726,7226.0,9501.0,2.66,CO,Black or African-American,4005
1897,Lake Forest,California,40.3,41515.0,40982.0,82497,3748.0,20784.0,2.76,CA,White,59846
1898,San Antonio,Texas,33.1,721405.0,748419.0,1469824,109089.0,208046.0,2.93,TX,White,1240092
1899,Chandler,Arizona,35.6,128885.0,131948.0,260833,15870.0,38721.0,2.78,AZ,American Indian and Alaska Native,6601
1900,Greeley,Colorado,31.0,50792.0,50091.0,100883,4294.0,11480.0,2.75,CO,Hispanic or Latino,39271
1901,Mission Viejo,California,44.9,48849.0,48314.0,97163,4713.0,17308.0,2.85,CA,White,81186
1902,Port Saint Lucie,Florida,42.1,84069.0,95341.0,179410,12416.0,34003.0,2.91,FL,Black or African-American,32986
1903,Redondo Beach,California,43.0,34855.0,33330.0,68185,3014.0,13536.0,2.34,CA,Black or African-American,2234
1904,Longview,Texas,36.8,40065.0,41525.0,81590,5512.0,8782.0,2.55,TX,Black or African-American,19904
1905,Albuquerque,New Mexico,36.0,273323.0,285808.0,559131,37443.0,58200.0,2.49,NM,Asian,25140
1906,Sacramento,California,33.7,237724.0,252991.0,490715,19698.0,112579.0,2.73,CA,White,268151
1907,Bloomington,Minnesota,40.9,43318.0,43118.0,86436,6176.0,10728.0,2.3,MN,Hispanic or Latino,8021
1908,Sunnyvale,California,35.7,79480.0,72280.0,151760,3900.0,71441.0,2.74,CA,Hispanic or Latino,25638
1909,Santa Clara,California,35.2,63278.0,62938.0,126216,4426.0,52281.0,2.75,CA,Asian,58360
1910,Bryan,Texas,29.4,41761.0,40345.0,82106,3602.0,12014.0,2.55,TX,Asian,2688
1911,Avondale,Arizona,29.1,38712.0,41971.0,80683,4815.0,8355.0,3.18,AZ,American Indian and Alaska Native,613
1912,The Woodlands,Texas,38.8,56083.0,63061.0,119144,8351.0,21188.0,2.93,TX,Black or African-American,6420
1913,Pasadena,California,37.6,67712.0,74534.0,142246,4618.0,40779.0,2.63,CA,American Indian and Alaska Native,2161
1914,Alameda,California,41.4,37747.0,40867.0,78614,4504.0,18841.0,2.52,CA,White,44232
1915,Columbus,Ohio,32.5,413981.0,435086.0,849067,40238.0,101129.0,2.4,OH,Black or African-American,256764
1916,Ann Arbor,Michigan,28.1,58789.0,58281.0,117070,3614.0,20717.0,2.17,MI,Hispanic or Latino,5888
1917,Concord,North Carolina,35.7,42732.0,44961.0,87693,4621.0,8847.0,2.719999999999999,NC,American Indian and Alaska Native,216
1918,Tempe,Arizona,28.8,91350.0,84476.0,175826,7058.0,26620.0,2.44,AZ,Black or African-American,11293
1919,Columbia,Missouri,26.8,56544.0,62554.0,119098,4548.0,10729.0,2.37,MO,White,96067
1920,Springdale,Arkansas,31.8,36840.0,43614.0,80454,3397.0,19969.0,3.04,AR,Black or African-American,1859
1921,Anchorage,Alaska,32.2,152945.0,145750.0,298695,27492.0,33258.0,2.77,AK,American Indian and Alaska Native,36339
1922,Richmond,California,35.3,52615.0,57100.0,109715,3611.0,42215.0,2.87,CA,Hispanic or Latino,45132
1923,Gary,Indiana,38.1,35876.0,41478.0,77354,3952.0,1884.0,2.35,IN,Hispanic or Latino,6266
1924,Eagan,Minnesota,36.8,31587.0,34701.0,66288,2699.0,8642.0,2.49,MN,Black or African-American,8032
1925,Warwick,Rhode Island,42.6,39289.0,42409.0,81698,5799.0,5318.0,2.4,RI,Hispanic or Latino,4723
1926,Yuma,Arizona,33.4,48298.0,45847.0,94145,7182.0,19326.0,2.64,AZ,Asian,1180
1927,Fishers,Indiana,34.5,42161.0,43910.0,86071,2469.0,6138.0,2.8,IN,White,73361
1928,Lauderhill,Florida,35.7,32813.0,38761.0,71574,1965.0,25471.0,3.02,FL,American Indian and Alaska Native,1186
1929,Sunrise Manor,Nevada,32.5,93505.0,99103.0,192608,10663.0,56530.0,3.25,NV,White,109960
1930,Tuscaloosa,Alabama,29.1,47293.0,51045.0,98338,3647.0,4706.0,2.67,AL,Black or African-American,42331
1931,Perris,California,26.9,41623.0,33336.0,74959,1321.0,23277.0,4.78,CA,Black or African-American,9393
1932,Midland,Texas,32.1,66595.0,66355.0,132950,5753.0,17061.0,2.78,TX,Black or African-American,10379
1933,Temple,Texas,33.6,33512.0,38785.0,72297,7333.0,3968.0,2.59,TX,Asian,1781
1934,Columbus,Ohio,32.5,413981.0,435086.0,849067,40238.0,101129.0,2.4,OH,American Indian and Alaska Native,11496
1935,Newton,Massachusetts,42.3,41985.0,46824.0,88809,1814.0,21692.0,2.71,MA,White,69380
1936,Cambridge,Massachusetts,31.5,55421.0,54981.0,110402,2495.0,27757.0,2.06,MA,Black or African-American,11880
1937,Tampa,Florida,35.3,175517.0,193511.0,369028,20636.0,58795.0,2.47,FL,Black or African-American,92156
1938,Dothan,Alabama,38.9,32172.0,35364.0,67536,6334.0,1699.0,2.59,AL,American Indian and Alaska Native,656
1939,Bellflower,California,33.4,38936.0,39498.0,78434,2154.0,24607.0,3.58,CA,Black or African-American,12839
1940,Oakland,California,35.7,203827.0,215451.0,419278,12159.0,113896.0,2.56,CA,American Indian and Alaska Native,8380
1941,Irving,Texas,32.3,117189.0,119428.0,236617,6207.0,86756.0,2.78,TX,White,132779
1942,Hollywood,Florida,41.4,75358.0,74363.0,149721,6056.0,55158.0,2.65,FL,American Indian and Alaska Native,1010
1943,Flagstaff,Arizona,23.9,33224.0,37093.0,70317,3667.0,4262.0,2.55,AZ,American Indian and Alaska Native,5117
1944,Jonesboro,Arkansas,32.6,35666.0,38240.0,73906,3682.0,3222.0,2.44,AR,American Indian and Alaska Native,2109
1945,Laredo,Texas,28.8,124305.0,131484.0,255789,4921.0,68427.0,3.66,TX,Asian,1963
1946,San Ramon,California,39.1,39221.0,36911.0,76132,2855.0,29691.0,3.09,CA,Hispanic or Latino,5449
1947,Bellingham,Washington,30.7,41286.0,43857.0,85143,4703.0,8713.0,2.44,WA,Hispanic or Latino,6966
1948,Maple Grove,Minnesota,38.6,31780.0,36601.0,68381,2943.0,7645.0,2.64,MN,Black or African-American,2951
1949,Downey,California,37.3,53006.0,61205.0,114211,2281.0,39977.0,3.45,CA,White,77220
1950,Milpitas,California,36.8,40098.0,37519.0,77617,1608.0,39436.0,3.32,CA,American Indian and Alaska Native,599
1951,Largo,Florida,45.1,38166.0,42841.0,81007,8310.0,10489.0,2.28,FL,American Indian and Alaska Native,881
1952,Eugene,Oregon,33.4,79071.0,84377.0,163448,8896.0,14503.0,2.34,OR,American Indian and Alaska Native,5035
1953,Carrollton,Texas,36.9,66928.0,66218.0,133146,5720.0,35327.0,2.78,TX,Asian,18456
1954,Riverview,Florida,32.2,44210.0,45536.0,89746,6943.0,12240.0,3.22,FL,Black or African-American,15159
1955,Mobile,Alabama,38.0,91275.0,103030.0,194305,11939.0,7234.0,2.4,AL,Black or African-American,96397
1956,Irving,Texas,32.3,117189.0,119428.0,236617,6207.0,86756.0,2.78,TX,Black or African-American,30356
